mouse_entropy,scroll_ratio,time_clicks_avg,typing_speed,hover_time,form_fill_ratio,is_human
0.7195154778955838,0.5479461469334731,2.3653558269395387,30.431804658892677,1.4273270949743915,0.7986547348295622,1.0
0.08428035290621423,0.9090289770054408,0.3570805751747844,476.5859235106101,0.19243450969490838,0.9350587558806597,0.0
0.16838315927084888,0.9633101457273268,0.176066724493942,410.56518429679875,0.037624231944752264,0.9345667283323863,0.0
0.09755499660802411,0.9659984046034179,0.06257979582885974,421.39237215393945,0.1802316020981978,0.9240145618778193,0.0
0.8822634555704315,0.6669644012595116,2.692216955312473,40.679180359537845,0.7144875230792538,0.725160403652031,1.0
0.2313811040057837,0.9690937738102466,0.3294033126383713,437.95012438778184,0.014759312947079772,0.9147073480929038,0.0
0.24463842853645024,0.9226495775197938,0.369634193394765,373.20270936654276,0.17822862273961423,0.9622086700227873,0.0
0.7550213529560301,0.848584236075087,1.8558736312452,50.87922618281094,1.1726682829674797,0.4105467897989008,1.0
0.8099085529881075,0.5440207698110707,2.05157370458915,38.39801690837828,1.2416304570538723,0.7368475692542835,1.0
0.7366114704534336,0.8849789179768446,2.9106878765293716,44.74847625350497,0.6272565711277879,0.781620410903489,1.0
0.7061753482887407,0.6159005811655072,2.323100684049879,43.16914262116909,0.9789704563856223,0.645366078374316,1.0
0.21205720315428514,0.964517279040945,0.22896983960132827,128.4754593840916,0.10554022181725997,0.9862363708746745,0.0
0.7139351238159993,0.7042989210310263,2.4467079389958943,37.431929685034724,0.6756005246414087,0.7458889505020213,1.0
0.17936999364332554,0.9985650454110601,0.10932246134013238,128.22749896017194,0.02223949646123027,0.9876653602658345,0.0
0.7467983561008608,0.59971689165955,1.5137955774249445,59.275562383876036,1.8432848427443007,0.46504677573795655,1.0
0.035878273781490506,0.90931027678059,0.0606750874786673,496.2020568002693,0.0911313505571426,0.9138827172649411,0.0
0.7511572371061874,0.5888431241882921,2.2539556396577884,52.735383313931074,1.6422659475762083,0.7998870693144523,1.0
0.19126724140656393,0.9555200811599462,0.23992562214765184,170.97581751188915,0.056192637918446066,0.912887972191065,0.0
0.8295835055926347,0.8570235993959912,2.474449348570822,34.693111280132584,1.5087776841155576,0.7949104517259779,1.0
0.14166447754858477,0.9241852290900452,0.25679164119915376,422.7338957069056,0.17805275677818327,0.9151902693512295,0.0
0.10753971856328177,0.9936729988736734,0.2956884070401962,425.7873930355743,0.1938605071238198,0.9492116293079538,0.0
0.058794858725743554,0.9761619615328718,0.29361042883624056,334.3102325093853,0.09373212839882526,0.9028782676313339,0.0
0.09926940745579475,0.9924693618278563,0.18145403342398042,351.5771387119536,0.09090821295355465,0.949261809399287,0.0
0.01906750508580709,0.9877339353380981,0.08289367894430416,450.98880541082116,0.12551161601681268,0.9328751610287508,0.0
0.04227726749242879,0.9320780064971737,0.2939555093483438,484.4762255295657,0.05714241725637215,0.9392244045099732,0.0
0.1568198488145982,0.972595567887024,0.3194977435845138,443.3651007372047,0.11673122237017441,0.9667557738521028,0.0
